지역코드,시설일련번호,시도명,시군구명,시설명,상세주소,시설면적,경도,위도
4687000000,10,전라남도,영광군,대마초등학교,전라남도 영광군 대마면 월산리 375,18297,126.58147162331524,35.30269622742194
4687000000,11,전라남도,영광군,묘량중앙초등학교,전라남도 영광군 묘량면 운당리 478,4335,126.55141631080787,35.267710131261936
1174000000,4,서울특별시,강동구,강일초등학교 운동장,서울특별시 강동구 강일동 685-0,4011,127.17737792749578,37.56474752366721
1174000000,27,서울특별시,강동구,강일고등학교 운동장,서울특별시 강동구 강일동 685-1,4274,127.17803427974835,37.5634011124537
1174000000,25,서울특별시,강동구,강명중학교 운동장,서울특별시 강동구 강일동 737-0,3213,127.17514311282342,37.55514469129865
1174000000,24,서울특별시,강동구,강동중학교 운동장,서울특별시 강동구 강일동 669-0,4044,127.17799233795613,37.56932157352586
2611000000,3,부산광역시,중구,봉래초등학교 운동장,부산광역시 중구 영주동 582-2,2556,129.03603104537387,35.11149529838566
2611000000,4,부산광역시,중구,부산디지털고등학교 운동장,부산광역시 중구 영주동 446-2,2800,129.03210846679102,35.10893953342659
2611000000,13,부산광역시,중구,중앙공원,부산광역시 중구 영주동 산10-7,7385,129.0280020671117,35.10972014278306
2611000000,5,부산광역시,중구,남성여자고등학교 운동장,부산광역시 중구 대청동1가 10,2011,129.03348700102558,35.104840136425295
2611000000,6,부산광역시,중구,남성초등학교 운동장,부산광역시 중구 대청동1가 10,1950,129.03348700102558,35.104840136425295
4721000000,16,경상북도,영주시,영광고등학교 운동장,경상북도 영주시 상망동 산49-16,1000,128.64266972483927,36.84169217816725
