,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
8343,경상북도,포항시,송도공영주차장,경상북도 포항시 남구 송도동 430-1,129.37148635634003,36.0349590014261,1061
8344,경상북도,포항시,송림초등학교 운동장,경상북도 포항시 남구 송도동 471-1,129.37495838423445,36.02999974871448,1061
8345,경상북도,포항시,송도중학교 운동장,경상북도 포항시 남구 송도동 492-1,129.3772886910298,36.028653066569724,1212
8346,경상북도,포항시,송도초등학교 운동장,경상북도 포항시 남구 송도동 산24-38,129.3806676225252,36.03236204597638,1455
8347,경상북도,포항시,포항운하관 공영주차장,경상북도 포항시 남구 송도동 222-0,129.37732620878018,36.023472731212145,2121
8348,경상북도,포항시,송림테마거리,경상북도 포항시 남구 송도동 254-473,129.37635634274233,36.04029888117204,1127
8349,경상북도,포항시,상가번영회 주차장,경상북도 포항시 남구 송도동 254-612,129.3779985194223,36.036842601136726,758
11193,경상북도,포항시 남구,송도초등학교,경상북도 포항시남구 송도동 311-285,129.379902,36.033705,500
