,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
667,경상북도,포항시,두호5어린이공원,경상북도 포항시 북구 두호동 1080-1,129.38173472193952,36.06738184957003,758
668,경상북도,포항시,두호동산,경상북도 포항시 북구 두호동 산30-1,129.38343403788502,36.07012450772618,545
669,경상북도,포항시,물의공원,경상북도 포항시 북구 두호동 105-1,129.38854060635654,36.0652558607962,1212
670,경상북도,포항시,창포6공원,경상북도 포항시 북구 두호동 1097-1,129.3724887176342,36.06735661578134,788
671,경상북도,포항시,두호1어린이공원,경상북도 포항시 북구 두호동 1084-2,129.38123441890417,36.06453057716729,485
672,경상북도,포항시,두호고등학교 운동장,경상북도 포항시 북구 두호동 1106-0,129.37325068331606,36.06223143717822,1212
678,경상북도,포항시,포항동부초등학교 운동장,경상북도 포항시 북구 두호동 336-0,129.3803029853483,36.06263353570004,1576
679,경상북도,포항시,두호남부초등학교 운동장,경상북도 포항시 북구 두호동 919-9,129.37382781522675,36.06155418098957,970
