,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
684,경상북도,포항시,경북과학고등학교 운동장,경상북도 포항시 북구 용흥동 418-1,129.35262408761596,36.04709089552274,909
685,경상북도,포항시,동북지방통계청,경상북도 포항시 북구 용흥동 101-4,129.35645417995832,36.03466030818611,606
695,경상북도,포항시,포항대흥초등학교 운동장,경상북도 포항시 북구 용흥동 418-8,129.35211515521402,36.04556126295846,2121
696,경상북도,포항시,동지여자고등학교 운동장,경상북도 포항시 북구 용흥동 511-0,129.3463840569721,36.03799347526122,1697
697,경상북도,포항시,대흥중학교 운동장,경상북도 포항시 북구 용흥동 418-9,129.3538214568403,36.04490788110151,1515
698,경상북도,포항시,용흥중학교 운동장,경상북도 포항시 북구 용흥동 340-0,129.3508590570537,36.037195421363634,1121
699,경상북도,포항시,포항남부초등학교 운동장,경상북도 포항시 북구 용흥동 615-6,129.35606393757928,36.02812671701441,1667
700,경상북도,포항시,포항여자전자고등학교 운동장,경상북도 포항시 북구 용흥동 430-0,129.34897013895568,36.050094323307,2333
725,경상북도,포항시,용흥초등학교 운동장,경상북도 포항시 북구 용흥동 532-1,129.34931674543614,36.038853834650936,1364
