,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
8458,경상북도,포항시,인덕초등학교 운동장,경상북도 포항시 남구 인덕동 49-0,129.40213458445874,35.98433590732017,1515
8459,경상북도,포항시,이마트주차장,경상북도 포항시 남구 인덕동 161-176,129.39793971239615,35.99190308068857,3636
