,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
2586,경상북도,포항시,항구초등학교 운동장,경상북도 포항시 북구 환호동 504-0,129.40048625668422,36.07034639561582,1818
2587,경상북도,포항시,대도중학교 운동장,경상북도 포항시 북구 환호동 493,129.3965764232547,36.07253171674276,1636
2588,경상북도,포항시,환호공원,경상북도 포항시 북구 환호동 323-3,129.3953454441508,36.06795605937157,9091
11258,경상북도,포항시북구,환호 여중 앞,경상북도 포항시 북구 환호동 69,129.4007593,36.071086,370
11262,경상북도,포항시북구,포항해양과학고 앞,경상북도 포항시 북구 환호동 2-8,129.406166,36.074059,200
2585,경상북도,포항시,포항해양과학고등학교 운동장,경상북도 포항시 북구 여남동 390,129.40592023240973,36.07495724289365,2515
11263,경상북도,포항시북구,해안로511번길10,경상북도 포항시 북구 여남동 97,129.413185,36.073489,150
