,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
8323,경상북도,포항시,영일대 주변 공원,경상북도 포항시 남구 대잠동 780-244,129.33539445309478,36.01495831084612,606
8324,경상북도,포항시,세명고등학교 운동장,경상북도 포항시 남구 대잠동 913-0,129.34851157523798,36.01731550833761,1818
8364,경상북도,포항시,이동초등학교 운동장,경상북도 포항시 남구 대잠동 470-1,129.34323268601213,36.026948647364755,1000
8365,경상북도,포항시,성모병원 야외주차장,경상북도 포항시 남구 대잠동 733-7,129.33982198320342,36.014229030216086,1061
8366,경상북도,포항시,대이초등학교 운동장,경상북도 포항시 남구 대잠동 1-0,129.3455268121662,36.02211903594563,1000
8325,경상북도,포항시,포항이동중학교 운동장,경상북도 포항시 남구 이동 664-0,129.33995765870063,36.02984026163945,1273
8326,경상북도,포항시,포항이동고등학교 운동장,경상북도 포항시 남구 이동 146-1,129.33441900429543,36.02974180181867,1030
