,시도명,시군구명,시설명,상세주소,경도,위도,수용가능인원수
8350,경상북도,포항시,청림초등학교 운동장,경상북도 포항시 남구 청림동 934-6,129.40401614817148,35.994831492832915,1667
11231,경상북도,포항시 남구,청림초등학교 앞,경상북도 포항시남구 청림동 934-6,129.4042859,35.994415,500
8457,경상북도,포항시,청림운동장,경상북도 포항시 남구 일월동 713-0,129.4203274156483,36.000227690354684,2121
11232,경상북도,포항시 남구,해병대 북문 주변,경상북도 포항시 남구 일월동 675-1,129.415274,35.994076,150
